canal,url_canal,nome_video,url_video,data_visualizacao,part_of_day,year,month,day,day_name
Vokhidovic Pro,https://www.youtube.com/channel/UCnand9pq1acycFXUX9Wf3xg,Christian Eriksen : The actions of Simon Kjaer may well have saved Denmark midfielder's lifeVokhidovic Pro12 de jun. de 2021 22:59:32 BRT,https://www.youtube.com/watch?v=8V-DG1kDwZA,2021-06-12 22:59:32,Night,2021,June,12,Saturday
UOL Esporte,https://www.youtube.com/channel/UC3KHYFWeB0WimMBfm3NEahQ,Eurocopa: Eriksen recebe massagem cardíaca após desmaio em campoUOL Esporte12 de jun. de 2021 22:59:22 BRT,https://www.youtube.com/watch?v=1wFpH0lBjZQ,2021-06-12 22:59:22,Night,2021,June,12,Saturday
Estadão,https://www.youtube.com/channel/UCrtOL8bJsh-csozGS2aV77Q,"Eriksen, da Dinamarca, é reanimado dentro de campo após cair desacordadoEstadão12 de jun. de 2021 22:59:11 BRT",https://www.youtube.com/watch?v=bQAdLau3NLM,2021-06-12 22:59:11,Night,2021,June,12,Saturday
Jovem Pan Esportes,https://www.youtube.com/channel/UCv-Nx8pSfG_LxbViMz14RWQ,CHOCANTE! Eriksen DESMAIA em campo e é REANIMADO durante jogo da Euro!Jovem Pan Esportes12 de jun. de 2021 22:59:04 BRT,https://www.youtube.com/watch?v=JQ0hMbL2C5o,2021-06-12 22:59:04,Night,2021,June,12,Saturday
CNN Brasil,https://www.youtube.com/channel/UCvdwhh_fDyWccR42-rReZLw,Jogador dinamarquês Christian Eriksen desmaia em jogo | CNN SÁBADOCNN Brasil12 de jun. de 2021 22:58:58 BRT,https://www.youtube.com/watch?v=TdrBZHuC12E,2021-06-12 22:58:58,Night,2021,June,12,Saturday
Tode,https://www.youtube.com/channel/UCflhYB5hOiPxdjoG4EtSUKA,ERIKSEN DESMAIA EM CAMPO E CHOCA O MUNDO ! O que realmente aconteceu com ele ?Tode12 de jun. de 2021 22:58:53 BRT,https://www.youtube.com/watch?v=jRizHrbMuVk,2021-06-12 22:58:53,Night,2021,June,12,Saturday
NOTAG,https://www.youtube.com/channel/UC2MZiyGuWl_w5FC2iF50hcA,URGENTE! JOGADOR ERIKSEN TEM MAL SÚBITO E DESMAIA EM CAMPO!NOTAG12 de jun. de 2021 22:58:42 BRT,https://www.youtube.com/watch?v=AkX3kwRfuSk,2021-06-12 22:58:42,Night,2021,June,12,Saturday
DellCavalcante,https://www.youtube.com/channel/UCm-AT2GEtUvgPNI2EPL4DTg,Montana e Rafael | Bastidores DVD em GoiâniaDellCavalcante12 de jun. de 2021 22:37:36 BRT,https://www.youtube.com/watch?v=cgwn-VAYf1c,2021-06-12 22:37:36,Night,2021,June,12,Saturday
Podpah,https://www.youtube.com/channel/UCj9R9rOhl81fhnKxBpwJ-yw,CARTOLOUCO - Podpah #141Podpah12 de jun. de 2021 20:42:41 BRT,https://www.youtube.com/watch?v=YDXWNBgZo3M,2021-06-12 20:42:41,Evening,2021,June,12,Saturday
Cortes Podpah [OFICIAL],https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA,POLÊMICA COM CARTOLOUCOCortes Podpah [OFICIAL]12 de jun. de 2021 20:41:23 BRT,https://www.youtube.com/watch?v=VLOHupyOC7M,2021-06-12 20:41:23,Evening,2021,June,12,Saturday
Canal Clássico Grenal 2021,https://www.youtube.com/channel/UCxbl_3Jwb3cD-nqqBYVInIg,Eriksen Desmaia em Campo !! Dinamarca x Finlândia | EurocopaCanal Clássico Grenal 202112 de jun. de 2021 20:39:23 BRT,https://www.youtube.com/watch?v=aZv8osn-M_Q,2021-06-12 20:39:23,Evening,2021,June,12,Saturday
MODO CARREIRA SOTO,https://www.youtube.com/channel/UCot9DELv0Avr0HclcekQCpg,O que realmente aconteceu com o ERIKSEN? (Ultimas Informações)MODO CARREIRA SOTO12 de jun. de 2021 20:38:54 BRT,https://www.youtube.com/watch?v=ryQS2EZXWg8,2021-06-12 20:38:54,Evening,2021,June,12,Saturday
Futebol Refutado,https://www.youtube.com/channel/UCEOPi2bsvmM3KMlOnohs0nw,Sugestão de vídeo - NÃO ASSISTA! Vídeo bloqueadoFutebol Refutado12 de jun. de 2021 20:35:38 BRT,https://www.youtube.com/watch?v=7UyJYN9M90o,2021-06-12 20:35:38,Evening,2021,June,12,Saturday
Tropa do Podpah,https://www.youtube.com/channel/UCTnFhloApcQnLDBxqghDuAA,IGÃO FICA PUT0 COM O CARTOLOUCO E PEDE PARA ACABAR 🤬Tropa do Podpah12 de jun. de 2021 19:00:28 BRT,https://www.youtube.com/watch?v=dNUmZjiWRqo,2021-06-12 19:00:28,Evening,2021,June,12,Saturday
Últimas Notícias,https://www.youtube.com/channel/UCaaaQn3erAeBrBqfU3baQcQ,Homem sobrevive após ser abocanhado por baleia nos EUAÚltimas Notícias12 de jun. de 2021 19:00:23 BRT,https://www.youtube.com/watch?v=MaqeOtKSuk8,2021-06-12 19:00:23,Evening,2021,June,12,Saturday
Keren Maciel,https://www.youtube.com/channel/UCjTTpBxjMQNnad5jpRS8Gkw,COMO LIMPAR NARIZ DE RECÉM NASCIDO COM SORO I KerenMacielKeren Maciel11 de jun. de 2021 19:43:23 BRT,https://www.youtube.com/watch?v=FAiGYz91a_M,2021-06-11 19:43:23,Evening,2021,June,11,Friday
Macetes de Mãe,https://www.youtube.com/channel/UCTrx5uG9vJjTLloAH8hE-pg,COMO FAZER O BEBÊ ARROTAR DORMINDO | MACETES DE MÃEMacetes de Mãe11 de jun. de 2021 19:38:28 BRT,https://www.youtube.com/watch?v=JralqxqyS1I,2021-06-11 19:38:28,Evening,2021,June,11,Friday
Além da Pediatria,https://www.youtube.com/channel/UCzyOYiOy7qJZnRJ9nCdwSFQ,Higiene NasalAlém da Pediatria11 de jun. de 2021 19:34:58 BRT,https://www.youtube.com/watch?v=OQj-BIFXXQk,2021-06-11 19:34:58,Evening,2021,June,11,Friday
Otávio Miranda,https://www.youtube.com/channel/UCORZcu08VQiRCKpVGHTWwAA,Ambiente virtual Python no Windows (usando venv e VS Code)Otávio Miranda11 de jun. de 2021 00:10:34 BRT,https://www.youtube.com/watch?v=m1TYpvIYm74,2021-06-11 00:10:34,Late Night,2021,June,11,Friday
Eduardo Mendes,https://www.youtube.com/channel/UCAaKeg-BocRqphErdtIUFFw,Live de Python #139 - SQLAlchemy ORMEduardo Mendes10 de jun. de 2021 23:54:48 BRT,https://www.youtube.com/watch?v=UgaybOYMKS0,2021-06-10 23:54:48,Night,2021,June,10,Thursday
INOVA_LUAN_OFICIAL,https://www.youtube.com/channel/UC3wzGHA02CWndCmzWOMCSqQ,como colocar o efeito do GTA San Andreas no vídeo Tik TokINOVA_LUAN_OFICIAL10 de jun. de 2021 10:12:40 BRT,https://www.youtube.com/watch?v=8Tsl58Ma-Z8,2021-06-10 10:12:40,Morning,2021,June,10,Thursday
GolsdaRadio,https://www.youtube.com/channel/UCHpSC6NUF9n9JpQRGJknJVg,Parreira lê carta de Dona Lúcia em Coletiva da Seleção BrasileiraGolsdaRadio10 de jun. de 2021 09:52:32 BRT,https://www.youtube.com/watch?v=8XtSs3BBEtU,2021-06-10 09:52:32,Morning,2021,June,10,Thursday
Jesús del río Rock,https://www.youtube.com/channel/UC91TAH89bZUYwPU_tk-bKOA,gracias a mis fans!!!! Jesús Del RíoJesús del río Rock9 de jun. de 2021 22:41:06 BRT,https://www.youtube.com/watch?v=BB621zUg-BA,2021-06-09 22:41:06,Night,2021,June,9,Wednesday
The Voice Kids,https://www.youtube.com/channel/UCsaKxIA9snv1Wrh_sw1DFvg,Andrea Bocelli  - Time To Say Goodbye (Solomia) | The Voice Kids 2015 | Blind Auditions | SAT.1The Voice Kids9 de jun. de 2021 22:40:07 BRT,https://www.youtube.com/watch?v=ZT-rdjv8wgQ,2021-06-09 22:40:07,Night,2021,June,9,Wednesday
La Voz Kids Antena 3,https://www.youtube.com/channel/UCVr4HNzc-0y2GYEh9UfQYJw,Jesús del Río canta 'Highway to Hell' | Audiciones a ciegas | La Voz Kids Antena 3 2021La Voz Kids Antena 39 de jun. de 2021 22:37:25 BRT,https://www.youtube.com/watch?v=tqx6GvsuL2s,2021-06-09 22:37:25,Night,2021,June,9,Wednesday
RÁDIO PACHOLA,https://www.youtube.com/channel/UCH_sbVQkMmnVHFFInawFNNA,QUE AGONIA! UM DOS LANCES MAIS IRRITANTES DA TEMPORADA!RÁDIO PACHOLA9 de jun. de 2021 22:36:48 BRT,https://www.youtube.com/watch?v=Df-vaoGAVok,2021-06-09 22:36:48,Night,2021,June,9,Wednesday
photogang 2662,https://www.youtube.com/channel/UCCCBM2N1c40gDKvwHva0z9A,quavo new blickyphotogang 26629 de jun. de 2021 21:42:29 BRT,https://www.youtube.com/watch?v=cRcQVPdG9kA,2021-06-09 21:42:29,Night,2021,June,9,Wednesday
BTS kpopies BP,https://www.youtube.com/channel/UCgdBm6XCdu7qwsIdFLLOvdQ,jungkook do everythingBTS kpopies BP9 de jun. de 2021 21:42:27 BRT,https://www.youtube.com/watch?v=LagCxTsr10w,2021-06-09 21:42:27,Night,2021,June,9,Wednesday
Zao Yi,https://www.youtube.com/channel/UCg56KBnRGtvlz7NUcnqAJKQ,Blackpink Lisa and Jennie's cute and funny moments [JENLISA]Zao Yi9 de jun. de 2021 21:42:22 BRT,https://www.youtube.com/watch?v=yiyUAWkXWdc,2021-06-09 21:42:22,Night,2021,June,9,Wednesday
Luxury Videos Shorts,https://www.youtube.com/channel/UCw2Ig21T7CgOV3OupiRrqDA,OMG😳 Beast Attack Supercar On Road #ShortsLuxury Videos Shorts9 de jun. de 2021 21:42:19 BRT,https://www.youtube.com/watch?v=ViiVHrXrCew,2021-06-09 21:42:19,Night,2021,June,9,Wednesday
Leo HD,https://www.youtube.com/channel/UCvRfyJtxAIyqT7ILiRZ-cFQ,leo messi superman fc barcelonaLeo HD9 de jun. de 2021 21:42:17 BRT,https://www.youtube.com/watch?v=iCP46kMsoEw,2021-06-09 21:42:17,Night,2021,June,9,Wednesday
MILITARY TV,https://www.youtube.com/channel/UCdGNodHvKIyUGrkBzoG1ROA,MILITARY TV | #ShortsMILITARY TV9 de jun. de 2021 21:42:07 BRT,https://www.youtube.com/watch?v=P13EgrMtuGs,2021-06-09 21:42:07,Night,2021,June,9,Wednesday
Engineering and architecture,https://www.youtube.com/channel/UCAKr3jClRRyJSLWk8cP80-A,Helicopter Air-to-Air RefuelingEngineering and architecture9 de jun. de 2021 21:42:06 BRT,https://www.youtube.com/watch?v=FL4bPOs-Nw8,2021-06-09 21:42:06,Night,2021,June,9,Wednesday
American prank,https://www.youtube.com/channel/UCBaCDOLTnHNwINCYN6B9aoA,Cool car wheels tiktokAmerican prank9 de jun. de 2021 21:41:48 BRT,https://www.youtube.com/watch?v=3yOqQhKjprY,2021-06-09 21:41:48,Night,2021,June,9,Wednesday
sori aje,https://www.youtube.com/channel/UCabckhjZPRg6tR81jEsiQIg,Muncul nya ular raksasa ke pinggir jalan hingga menyebabkan kemacetan.....paraaahhhsori aje9 de jun. de 2021 21:41:30 BRT,https://www.youtube.com/watch?v=5tJ_ceh0rNA,2021-06-09 21:41:30,Night,2021,June,9,Wednesday
Pouso Alegre .Net,https://www.youtube.com/channel/UCpul9ZOWWvZmkQFKAzsTNNg,"Gravado em Pouso Alegre, vídeo de menino subindo na lixeira para fugir de cachorro viralizaPouso Alegre .Net9 de jun. de 2021 21:41:25 BRT",https://www.youtube.com/watch?v=OKBTZJmMVUc,2021-06-09 21:41:25,Night,2021,June,9,Wednesday
Lucas and Marcus Fans,https://www.youtube.com/channel/UCceCzvhxN2vdTkpN_wRxgew,"Lucas and Marcus "" Ivanita Lomeli "" Got her 😂 @jailyneojeda  "" TikTok Compilation 2021Lucas and Marcus Fans9 de jun. de 2021 21:41:13 BRT",https://www.youtube.com/watch?v=bxqtV9FGavg,2021-06-09 21:41:13,Night,2021,June,9,Wednesday
sports tv,https://www.youtube.com/channel/UC7ranC4zPSnsZe6rypbzxqQ,You Wouldn't Believe Your Eyes #2sports tv9 de jun. de 2021 21:41:11 BRT,https://www.youtube.com/watch?v=voK6ky8YXBw,2021-06-09 21:41:11,Night,2021,June,9,Wednesday
appan anapi,https://www.youtube.com/channel/UChWvaEKAjKMfKuLrdArUyCg,atlit panah koreaappan anapi9 de jun. de 2021 21:40:58 BRT,https://www.youtube.com/watch?v=rF8Hn1QF8PE,2021-06-09 21:40:58,Night,2021,June,9,Wednesday
ANTONIO SILVA JORNALISTA,https://www.youtube.com/channel/UCigClsF-YYL5-oGsAMuO_ng,ASSALTO NA RUA DO SOL CENTRO DE COROATAANTONIO SILVA JORNALISTA9 de jun. de 2021 21:40:44 BRT,https://www.youtube.com/watch?v=trSIa_7Cx8M,2021-06-09 21:40:44,Night,2021,June,9,Wednesday
PRETTY BEATS,https://www.youtube.com/channel/UCxYPQRC_6we9MkX_J0OQ1Rg,Varma Funny Scene 🔞 | That Girls Reaction 😂😂PRETTY BEATS9 de jun. de 2021 21:40:32 BRT,https://www.youtube.com/watch?v=6nU5qF4iUPw,2021-06-09 21:40:32,Night,2021,June,9,Wednesday
Jo Lindner,https://www.youtube.com/channel/UCHIoQeknRLAj54CMOzRZbaA,They call this alien gains #shortsJo Lindner9 de jun. de 2021 21:40:30 BRT,https://www.youtube.com/watch?v=OMqPlf5ppMo,2021-06-09 21:40:30,Night,2021,June,9,Wednesday
Naseer Mir,https://www.youtube.com/channel/UCGhTD3T8-QTA1LTLm75oucw,# MT- Rocket wheels🏎Naseer Mir9 de jun. de 2021 21:39:57 BRT,https://www.youtube.com/watch?v=mwq38r6z5qU,2021-06-09 21:39:57,Night,2021,June,9,Wednesday
Hashtag Shorts,https://www.youtube.com/channel/UCclT3QZEALZPpGk1fhJsWFw,Renta touch it clean new tiktok dance challenge #ShortsHashtag Shorts9 de jun. de 2021 21:39:53 BRT,https://www.youtube.com/watch?v=SfAXwpiSfPk,2021-06-09 21:39:53,Night,2021,June,9,Wednesday
Random is not funny,https://www.youtube.com/channel/UCOUyimlEl3PYiW2S6kQOdQw,Inspector VettelRandom is not funny9 de jun. de 2021 21:39:50 BRT,https://www.youtube.com/watch?v=8lg8O996zlM,2021-06-09 21:39:50,Night,2021,June,9,Wednesday
Celebrity Latest Shorts,https://www.youtube.com/channel/UC4Z31Gb1lgHxFCxB9_a-Q7A,Kristen Stewart Awkward Moment with Robert Pattinson😁 #shortsCelebrity Latest Shorts9 de jun. de 2021 21:39:47 BRT,https://www.youtube.com/watch?v=RNNpvGJ9bqI,2021-06-09 21:39:47,Night,2021,June,9,Wednesday
Danny jay,https://www.youtube.com/channel/UC874nvFyyAMi43RS7526nSw,Rich pianaDanny jay9 de jun. de 2021 21:39:35 BRT,https://www.youtube.com/watch?v=O7b365fM2jQ,2021-06-09 21:39:35,Night,2021,June,9,Wednesday
GOLF SHORT,https://www.youtube.com/channel/UCfbVFQ4rDJCS-qlWSx8qT6w,410 yds 🤩🤩💪💪 #golf #longdriver #golfswingGOLF SHORT9 de jun. de 2021 21:39:22 BRT,https://www.youtube.com/watch?v=mOH6oHmbW3A,2021-06-09 21:39:22,Night,2021,June,9,Wednesday
TheHNIC88,https://www.youtube.com/channel/UCXiLXxLLCxPStx589GJW1Mg,Kane Kongg slamming someone into his own pickup truckTheHNIC889 de jun. de 2021 21:39:05 BRT,https://www.youtube.com/watch?v=dgyEGak--R0,2021-06-09 21:39:05,Night,2021,June,9,Wednesday
Tool_Tips,https://www.youtube.com/channel/UCGLDtG2tl0uG8P0eNstbLUA,Little Life Hack #shortsTool_Tips9 de jun. de 2021 21:39:02 BRT,https://www.youtube.com/watch?v=ZWEiQhX9TSw,2021-06-09 21:39:02,Night,2021,June,9,Wednesday
Plain Claim,https://www.youtube.com/channel/UCqrsZfdb-7I6zNoaubAgjUQ,Caught Fire In Lamborghini While Pouring Diesel In The Pump StationPlain Claim9 de jun. de 2021 21:38:58 BRT,https://www.youtube.com/watch?v=rByroY5lDVY,2021-06-09 21:38:58,Night,2021,June,9,Wednesday
RA DANCE MEDIA,https://www.youtube.com/channel/UCYxIdymA8ojBB1i6ZTWZASw,17 March 2021RA DANCE MEDIA9 de jun. de 2021 21:38:44 BRT,https://www.youtube.com/watch?v=Ap1AgwofwcM,2021-06-09 21:38:44,Night,2021,June,9,Wednesday
Kurd Midea,https://www.youtube.com/channel/UC2BH1WSVdnnXMUnbvDePPAQ,تۆ بایت كاردانه‌وه‌ت چی ئه‌بوو؟Kurd Midea9 de jun. de 2021 21:38:18 BRT,https://www.youtube.com/watch?v=qnA96E0aT7I,2021-06-09 21:38:18,Night,2021,June,9,Wednesday
Nada Melhor | Jota Campos,https://www.youtube.com/channel/UCuozsgAJFX_GGQtE8ExxQpw,Homem entra para o livro dos recordes com o maior salto vertical usando monophin! #ShortsNada Melhor | Jota Campos9 de jun. de 2021 21:38:14 BRT,https://www.youtube.com/watch?v=meDVABcn7Ow,2021-06-09 21:38:14,Night,2021,June,9,Wednesday
Flávio M Machado,https://www.youtube.com/channel/UCtHCNo74e8hudzwbu29jcrw,🚚💥💢•já falou pqp hoje • será que não viu a placa •deu ruim • mexendo no celular •sem comentário •Flávio M Machado9 de jun. de 2021 21:38:07 BRT,https://www.youtube.com/watch?v=YiHAkf8GkGk,2021-06-09 21:38:07,Night,2021,June,9,Wednesday
K Volly Vlogs,https://www.youtube.com/channel/UCujA_7GLodvU3pdfd9dyogA,🔥 Volleyball 🏐 Jump serveK Volly Vlogs9 de jun. de 2021 21:37:53 BRT,https://www.youtube.com/watch?v=j0PO9bB5Cpw,2021-06-09 21:37:53,Night,2021,June,9,Wednesday
CremosinhoOFC,https://www.youtube.com/channel/UCRjdv2TLDYBt74SLr2nBwzg,DA UMA PIMBACremosinhoOFC9 de jun. de 2021 21:36:55 BRT,https://www.youtube.com/watch?v=0YkBrdTnUFc,2021-06-09 21:36:55,Night,2021,June,9,Wednesday
Daily Vibes,https://www.youtube.com/channel/UCQmVGRS3wmKTlg9KQXwDV_A,Have You Ever Seen Long Jumping Dogs? (Tik Tok avaping1228)Daily Vibes9 de jun. de 2021 21:36:43 BRT,https://www.youtube.com/watch?v=Iel7yGnifDk,2021-06-09 21:36:43,Night,2021,June,9,Wednesday
Celebrity Moments,https://www.youtube.com/channel/UCc-l91iXkD9RXjPcwWeLDyQ,Jackie Chan kick Conan O'Brien on his late-night show tiktok jackvibesCelebrity Moments9 de jun. de 2021 21:36:36 BRT,https://www.youtube.com/watch?v=sRHhB5VS8F0,2021-06-09 21:36:36,Night,2021,June,9,Wednesday
dai kick,https://www.youtube.com/channel/UCv-rPrNbwyf8ElEtKiFMoBQ,弓蹴りdai kick9 de jun. de 2021 21:36:31 BRT,https://www.youtube.com/watch?v=6xsiKhXKj6o,2021-06-09 21:36:31,Night,2021,June,9,Wednesday
Flávio M Machado,https://www.youtube.com/channel/UCtHCNo74e8hudzwbu29jcrw,A famosa pancada .... 🚗💥💢... deu ruim ... PT ...Flávio M Machado9 de jun. de 2021 21:36:21 BRT,https://www.youtube.com/watch?v=vuqmixE5heY,2021-06-09 21:36:21,Night,2021,June,9,Wednesday
Paraquedista do Exército,https://www.youtube.com/channel/UCidLqmxX2j-U2dV_BHzzPOA,Por essa ele não esperava 😮 - Paraquedista do Exército #shortsParaquedista do Exército9 de jun. de 2021 21:36:05 BRT,https://www.youtube.com/watch?v=qTx_AcKLOcw,2021-06-09 21:36:05,Night,2021,June,9,Wednesday
Johnny Adventure,https://www.youtube.com/channel/UCS0Qgi1LTJC4LkemYbCjniw,only Snake 🐍🐍🐍 Bhayankar King CJohnny Adventure9 de jun. de 2021 21:35:49 BRT,https://www.youtube.com/watch?v=-RD4qXfXMUw,2021-06-09 21:35:49,Night,2021,June,9,Wednesday
Frenchy Vibes,https://www.youtube.com/channel/UCJoarVK5goVmIqmkQ6h-IrA,TOM CRUISE stunt MI6 London ?Frenchy Vibes9 de jun. de 2021 21:35:27 BRT,https://www.youtube.com/watch?v=DfLUk4QaNL4,2021-06-09 21:35:27,Night,2021,June,9,Wednesday
espi_e,https://www.youtube.com/channel/UCSL05gWEYSVo5CtXtpfu-SQ,Gigi Hadid and Ronaldo ❤❤ ( Part 62 ) #Shorts #gigihadid #cristiano #ronaldoespi_e9 de jun. de 2021 21:35:12 BRT,https://www.youtube.com/watch?v=nRFVQaBjOlY,2021-06-09 21:35:12,Night,2021,June,9,Wednesday
Adryelle Fernanda,https://www.youtube.com/channel/UCkj_2G4gQ7LhWjA8ipmFaDQ,Quando o homem quiser mandar em você responda igual a Andressa SuitaAdryelle Fernanda9 de jun. de 2021 21:35:10 BRT,https://www.youtube.com/watch?v=BVrXxCdLjEU,2021-06-09 21:35:10,Night,2021,June,9,Wednesday
CLAMP TV,https://www.youtube.com/channel/UC97DY8QGYAUHGpKufYXhirQ,A Lei Do RetornoCLAMP TV9 de jun. de 2021 21:34:29 BRT,https://www.youtube.com/watch?v=WYtqtH-0liU,2021-06-09 21:34:29,Night,2021,June,9,Wednesday
Celebrity Fails,https://www.youtube.com/channel/UCWWNiYnq8uhlcWGAsaQSioQ,Miley Cyrus’ Questionable Moves tiktok mileycyrusevolutionCelebrity Fails9 de jun. de 2021 21:34:17 BRT,https://www.youtube.com/watch?v=pHeHIRC1zUw,2021-06-09 21:34:17,Night,2021,June,9,Wednesday
OktoberfestTours.travel,https://www.youtube.com/channel/UCq6Sx5bI8aoJ5oR59sOlXkg,Oktoberfest Heroes: AndreaOktoberfestTours.travel9 de jun. de 2021 21:34:16 BRT,https://www.youtube.com/watch?v=RSM3ataJ0xw,2021-06-09 21:34:16,Night,2021,June,9,Wednesday
Jeferson Augusto,https://www.youtube.com/channel/UCGmi_8Xd0lwOrchbsChgnhA,Roubando sorvete no Mc Donald’sJeferson Augusto9 de jun. de 2021 21:34:01 BRT,https://www.youtube.com/watch?v=ZkK500wjaFQ,2021-06-09 21:34:01,Night,2021,June,9,Wednesday
MINUTOS DE COMBATE,https://www.youtube.com/channel/UCdhrNKmCFCKbEKDXaMld6_A,Helicóptero HH 60 G power hawk da Força Aérea Americana reabastecendo durante o voo.MINUTOS DE COMBATE9 de jun. de 2021 21:33:46 BRT,https://www.youtube.com/watch?v=uTFhYJbilGk,2021-06-09 21:33:46,Night,2021,June,9,Wednesday
BLACKPINK 4orever,https://www.youtube.com/channel/UCdoXHl0mgXI0rba4Tn6MbFQ,I love this interaction❤️❤️😍😍BLACKPINK 4orever9 de jun. de 2021 21:33:34 BRT,https://www.youtube.com/watch?v=wW65eM0vFLk,2021-06-09 21:33:34,Night,2021,June,9,Wednesday
MACHINERY,https://www.youtube.com/channel/UCwe2HGM6CcFQCsmqc2j05qA,"Amazing Machine 2021, Large hydraulic pliers, broken reinforced concrete #59MACHINERY9 de jun. de 2021 21:33:21 BRT",https://www.youtube.com/watch?v=hL9ye60GavM,2021-06-09 21:33:21,Night,2021,June,9,Wednesday
Highest Highlights,https://www.youtube.com/channel/UCUXnlp-Zhi0f4w1qUXaTGtQ,THIS play was INSANE 🤯Highest Highlights9 de jun. de 2021 21:33:14 BRT,https://www.youtube.com/watch?v=hMbeGj69nCk,2021-06-09 21:33:14,Night,2021,June,9,Wednesday
FUNK DOPIRA,https://www.youtube.com/channel/UCx1RM3s2S1VC6uq314a_eNw,OROCHI SE NEGA A TIRAR FOTO E FÃ SE REVOLTA E OFENDE O ARTISTA E AINDA GRAVAFUNK DOPIRA9 de jun. de 2021 21:32:53 BRT,https://www.youtube.com/watch?v=-VPorBf84So,2021-06-09 21:32:53,Night,2021,June,9,Wednesday
Lucas and Marcus Fans,https://www.youtube.com/channel/UCceCzvhxN2vdTkpN_wRxgew,"Lucas and Marcus  "" 😂  "" TikTok Compilation 2020Lucas and Marcus Fans9 de jun. de 2021 21:32:25 BRT",https://www.youtube.com/watch?v=MxdmXo6_9fs,2021-06-09 21:32:25,Night,2021,June,9,Wednesday
Angela Zhang,https://www.youtube.com/channel/UCS7LuPaOVlLwqzZlGVHoSCw,12$ ONLY ON AMAZON NOW!!! Pore Vacuum Blackhead Remover -with 5 Sucker heads and 3 settingsAngela Zhang9 de jun. de 2021 21:32:13 BRT,https://www.youtube.com/watch?v=IqvKsyQcwBc,2021-06-09 21:32:13,Night,2021,June,9,Wednesday
Street Foodie,https://www.youtube.com/channel/UCdnL0tyclKtRSblXYqb1zSA,"Great BBQ Technique | Lamb Skewer | Street Food in Lanzhou, ChinaStreet Foodie9 de jun. de 2021 21:32:00 BRT",https://www.youtube.com/watch?v=L5lacSqsq50,2021-06-09 21:32:00,Night,2021,June,9,Wednesday
FL_Power_Fishing Jeff,https://www.youtube.com/channel/UCDZByVxzrHMACXotv1QYV5w,Wow!!! Using gas to stop carjacking!!FL_Power_Fishing Jeff9 de jun. de 2021 21:31:25 BRT,https://www.youtube.com/watch?v=SVPVmfW0KlA,2021-06-09 21:31:25,Night,2021,June,9,Wednesday
Celebrity Moments,https://www.youtube.com/channel/UCc-l91iXkD9RXjPcwWeLDyQ,Nina Dobrev hit Jimmy Fallon head with a ball tiktok jimmyshowsclipsCelebrity Moments9 de jun. de 2021 21:31:09 BRT,https://www.youtube.com/watch?v=SsbJul87mVE,2021-06-09 21:31:09,Night,2021,June,9,Wednesday
Junior Silva,https://www.youtube.com/channel/UCVPlnIHJFzLr8WoSh6m6T9g,Vem fazer cri cri no exércitoJunior Silva9 de jun. de 2021 21:30:28 BRT,https://www.youtube.com/watch?v=cWf6AyX2jww,2021-06-09 21:30:28,Night,2021,June,9,Wednesday
Defense Hub,https://www.youtube.com/channel/UCz5nJcofAj96LKk-XYB1V8Q,Mig 29 landing || #ShortsDefense Hub9 de jun. de 2021 21:30:08 BRT,https://www.youtube.com/watch?v=YjNsP6_8eT4,2021-06-09 21:30:08,Night,2021,June,9,Wednesday
PAIXÃO MENGÃO,https://www.youtube.com/channel/UC98Bpu8mwr1vxFyIZwEq5Ig,Rogério Ceni brincando de altinha com joao Gomes!!PAIXÃO MENGÃO9 de jun. de 2021 21:29:56 BRT,https://www.youtube.com/watch?v=wbf2D1xk7po,2021-06-09 21:29:56,Night,2021,June,9,Wednesday
Beats_dp,https://www.youtube.com/channel/UCvPVClqSslF56Wi62BtLMtA,Bad Liar full screen hd whatsapp status #ShortsBeats_dp9 de jun. de 2021 21:29:24 BRT,https://www.youtube.com/watch?v=jxGj8wG96ts,2021-06-09 21:29:24,Night,2021,June,9,Wednesday
